1	1	1	1	1
2	3	2	1	1
3	4	1	2	1
4	1	2	1	1
5	4	1	2	1
6	1	2	1	1
7	3	1	1	1
8	4	2	2	1
9	1	1	1	1
10	2	2	2	1
11	3	1	1	1
12	4	2	2	1
13	2	1	2	1
14	3	2	1	1
15	2	1	2	1
16	1	2	1	1
17	3	1	1	1
18	4	2	2	1
19	1	1	1	1
20	4	2	2	1
21	2	1	2	1
22	1	2	1	1
23	4	1	2	1
24	2	2	2	1
25	1	1	1	1
26	2	2	2	1
27	3	1	1	1
28	4	2	2	1
29	3	1	1	1
30	2	2	2	1
31	3	1	1	1
32	1	2	1	1
33	4	1	2	1
34	3	2	1	1
35	2	1	2	1
36	1	2	1	1
37	3	1	1	1
38	2	2	2	1
39	4	1	2	1
40	3	2	1	1
41	2	1	2	1
42	3	2	1	1
43	1	1	1	1
44	2	2	2	1
45	3	1	1	1
46	2	2	2	1
47	4	1	2	1
48	1	2	1	1
49	3	1	1	1
50	2	2	2	1
51	4	1	2	1
52	3	2	1	1
53	4	1	2	1
54	1	2	1	1
55	2	1	2	1
56	4	2	2	1
57	1	1	1	1
58	4	2	2	1
59	2	1	2	1
60	3	2	1	1
61	2	1	2	1
62	4	2	2	1
63	1	1	1	1
64	2	2	2	1
65	1	1	1	1
66	3	2	1	1
67	2	1	2	1
68	1	2	1	1
69	4	1	2	1
70	1	2	1	1
71	4	1	2	1
72	1	2	1	1
73	3	1	1	1
74	2	2	2	1
75	4	1	2	1
76	3	2	1	1
77	4	1	2	1
78	2	2	2	1
79	1	1	1	1
80	4	2	2	1
81	3	1	1	1
82	1	2	1	1
83	2	1	2	1
84	3	2	1	1
85	2	1	2	1
86	3	2	1	1
87	2	1	2	1
88	4	2	2	1
89	1	1	1	1
90	4	2	2	1
91	1	1	1	1
92	2	2	2	1
93	3	1	1	1
94	4	2	2	1
95	1	1	1	1
96	3	2	1	1
97	2	2	2	0.2
98	4	1	2	0.3
99	1	2	1	0.45
100	3	1	1	0.2
101	2	2	2	0.3
102	3	1	1	0.45
103	1	2	1	0.2
104	4	1	2	0.3
105	1	2	1	0.2
106	4	1	2	0.45
107	1	2	1	0.3
108	4	1	2	0.2
109	1	2	1	0.45
110	4	1	2	0.2
111	1	2	1	0.45
112	4	1	2	0.2
113	3	2	1	0.3
114	4	1	2	0.45
115	3	2	1	0.2
116	1	1	1	0.45
117	4	2	2	0.2
118	3	1	1	0.45
119	1	2	1	0.3
120	2	1	2	0.2
121	3	2	1	0.45
122	1	1	1	0.3
123	4	2	2	0.2
124	3	1	1	0.3
125	4	2	2	0.2
126	3	1	1	0.3
127	4	2	2	0.45
128	2	1	2	0.3
129	3	2	1	0.45
130	2	1	2	0.3
131	4	2	2	0.2
132	1	1	1	0.45
133	3	2	1	0.3
134	2	1	2	0.2
135	4	2	2	0.3
136	1	1	1	0.2
137	4	2	2	0.3
138	1	1	1	0.2
139	2	2	2	0.3
140	4	1	2	0.2
141	3	2	1	0.45
142	2	1	2	0.2
143	1	2	1	0.3
144	2	1	2	0.45
145	4	2	2	0.3
146	1	1	1	0.2
147	2	2	2	0.3
148	3	1	1	0.45
149	1	2	1	0.3
150	2	1	2	0.2
151	4	2	2	0.45
152	1	1	1	0.2
153	4	2	2	0.45
154	2	1	2	0.3
155	1	2	1	0.2
156	3	1	1	0.3
157	2	2	2	0.2
158	1	1	1	0.3
159	2	2	2	0.45
160	3	1	1	0.2
161	1	2	1	0.45
162	2	1	2	0.3
163	3	2	1	0.45
164	4	1	2	0.3
165	2	2	2	0.45
166	1	1	1	0.3
167	3	2	1	0.2
168	2	1	2	0.45
169	3	2	1	0.2
170	2	1	2	0.45
171	3	2	1	0.3
172	1	1	1	0.45
173	2	2	2	0.2
174	1	1	1	0.3
175	2	2	2	0.45
176	3	1	1	0.3
177	4	2	2	0.45
178	3	1	1	0.2
179	2	2	2	0.3
180	3	1	1	0.45
181	4	2	2	0.3
182	3	1	1	0.2
183	2	2	2	0.45
184	4	1	2	0.3
185	3	2	1	0.2
186	4	1	2	0.45
187	1	2	1	0.2
188	2	1	2	0.45
189	3	2	1	0.3
190	1	1	1	0.45
191	2	2	2	0.2
192	4	1	2	0.45
193	2	2	2	0.45
194	3	1	1	0.05
195	1	1	1	0.45
196	2	2	2	0.1
197	3	1	1	0.05
198	2	1	2	0.2
199	1	2	1	0.1
200	2	1	2	0.3
201	1	1	1	0.05
202	4	2	2	0.3
203	3	2	1	0.45
204	4	1	2	0.3
205	1	1	1	0.2
206	4	2	2	0.05
207	3	2	1	0.3
208	4	1	2	0.05
209	3	2	1	0.45
210	2	1	2	0.2
211	3	1	1	0.3
212	2	2	2	0.05
213	3	1	1	0.1
214	1	1	1	0.05
215	4	2	2	0.2
216	1	2	1	0.3
217	3	1	1	0.45
218	4	2	2	0.05
219	3	1	1	0.3
220	4	2	2	0.2
221	1	2	1	0.05
222	4	1	2	0.3
223	2	1	2	0.05
224	3	2	1	0.2
225	2	1	2	0.1
226	1	1	1	0.05
227	2	2	2	0.2
228	3	2	1	0.1
229	4	1	2	0.2
230	2	1	2	0.45
231	3	2	1	0.1
232	4	2	2	0.45
233	3	1	1	0.05
234	1	1	1	0.2
235	2	2	2	0.3
236	3	2	1	0.05
237	4	1	2	0.2
238	1	1	1	0.3
239	4	2	2	0.1
240	1	2	1	0.2
241	3	1	1	0.3
242	4	1	2	0.05
243	2	2	2	0.45
244	1	2	1	0.2
245	4	1	2	0.3
246	2	2	2	0.2
247	1	1	1	0.05
248	4	2	2	0.3
249	2	1	2	0.05
250	1	2	1	0.3
251	2	2	2	0.1
252	4	1	2	0.05
253	3	2	1	0.3
254	2	2	2	0.05
255	1	1	1	0.1
256	3	2	1	0.05
257	2	1	2	0.45
258	1	2	1	0.05
259	3	2	1	0.2
260	2	1	2	0.05
261	1	1	1	0.3
262	2	2	2	0.45
263	3	1	1	0.2
264	4	1	2	0.45
265	1	2	1	0.3
266	4	2	2	0.05
267	2	1	2	0.3
268	1	2	1	0.05
269	4	1	2	0.45
270	2	2	2	0.05
271	3	2	1	0.45
272	4	1	2	0.1
273	1	1	1	0.2
274	3	2	1	0.05
275	4	2	2	0.45
276	2	1	2	0.05
277	3	1	1	0.2
278	2	2	2	0.3
279	1	2	1	0.45
280	2	1	2	0.2
281	3	1	1	0.45
282	4	2	2	0.2
283	1	1	1	0.45
284	4	1	2	0.05
285	1	2	1	0.45
286	3	1	1	0.05
287	4	2	2	0.45
288	1	2	1	0.05
289	4	2	2	0.2
290	3	1	1	0.45
291	4	2	2	0.1
292	2	1	2	0.3
293	3	2	1	0.2
294	4	1	2	0.3
295	2	2	2	0.2
296	1	1	1	0.05
297	2	2	2	0.2
298	1	1	1	0.05
299	4	2	2	0.45
300	1	1	1	0.1
301	4	2	2	0.3
302	3	1	1	0.05
303	1	2	1	0.45
304	4	1	2	0.05
305	1	2	1	0.2
306	2	1	2	0.45
307	4	2	2	0.3
308	1	1	1	0.45
309	4	2	2	0.2
310	3	1	1	0.05
311	2	2	2	0.45
312	3	1	1	0.1
313	1	2	1	0.05
314	2	1	2	0.2
315	1	2	1	0.05
316	2	1	2	0.2
317	3	2	1	0.05
318	4	1	2	0.2
319	2	2	2	0.1
320	3	1	1	0.05
321	2	2	2	0.45
322	4	1	2	0.05
323	3	2	1	0.45
324	1	1	1	0.2
325	4	2	2	0.05
326	1	1	1	0.2
327	4	2	2	0.05
328	1	1	1	0.3
329	2	2	2	0.45
330	3	1	1	0.3
331	4	2	2	0.05
332	1	1	1	0.2
333	2	2	2	0.1
334	1	1	1	0.3
335	4	2	2	0.45
336	3	1	1	0.05
337	1	2	1	0.45
338	2	1	2	0.05
339	1	2	1	0.3
340	2	1	2	0.2
341	3	2	1	0.05
342	4	1	2	0.3
343	3	2	1	0.05
344	2	1	2	0.1
345	3	2	1	0.3
346	4	1	2	0.05
347	1	2	1	0.3
348	2	1	2	0.05
349	1	2	1	0.3
350	4	1	2	0.45
351	2	2	2	0.05
352	1	1	1	0.45
353	2	2	2	0.05
354	4	1	2	0.2
355	1	2	1	0.05
356	3	1	1	0.3
357	2	2	2	0.05
358	3	1	1	0.2
359	2	2	2	0.3
360	3	1	1	0.45
361	1	2	1	0.1
362	4	1	2	0.45
363	2	2	2	0.3
364	3	1	1	0.2
365	1	2	1	0.05
366	2	1	2	0.45
367	3	2	1	0.1
368	2	1	2	0.05
369	3	2	1	0.3
370	1	1	1	0.05
371	4	2	2	0.45
372	2	1	2	0.3
373	3	2	1	0.45
374	1	1	1	0.05
375	4	2	2	0.2
376	3	1	1	0.3
377	1	2	1	0.2
378	4	1	2	0.3
379	3	2	1	0.45
380	2	1	2	0.05
381	3	2	1	0.1
382	4	1	2	0.05
383	3	2	1	0.2
384	4	1	2	0.1
385	1	1	1	0.05
386	2	2	2	0.2
387	4	2	2	0.1
388	3	1	1	0.05
389	1	1	1	0.45
390	4	2	2	0.05
391	2	2	2	0.3
392	1	1	1	0.05
393	4	2	2	0.45
394	2	2	2	0.3
395	3	1	1	0.45
396	1	1	1	0.05
397	4	2	2	0.3
398	3	1	1	0.05
399	1	1	1	0.2
400	2	2	2	0.45
401	4	2	2	0.3
402	3	1	1	0.05
403	4	2	2	0.2
404	2	2	2	0.1
405	3	1	1	0.45
406	1	1	1	0.05
407	4	2	2	0.45
408	2	2	2	0.1
409	3	1	1	0.45
410	4	2	2	0.05
411	2	2	2	0.2
412	1	1	1	0.3
413	2	2	2	0.05
414	1	1	1	0.45
415	2	2	2	0.3
416	3	1	1	0.1
417	4	2	2	0.3
418	3	1	1	0.05
419	2	2	2	0.2
420	3	1	1	0.45
421	1	1	1	0.3
422	2	2	2	0.05
423	1	1	1	0.3
424	3	1	1	0.2
425	2	2	2	0.05
426	4	2	2	0.3
427	1	1	1	0.2
428	3	1	1	0.05
429	2	2	2	0.45
430	3	1	1	0.3
431	4	2	2	0.05
432	1	1	1	0.45
433	3	1	1	0.3
434	2	2	2	0.45
435	3	1	1	0.1
436	1	1	1	0.2
437	2	2	2	0.45
438	4	2	2	0.2
439	1	1	1	0.05
440	3	1	1	0.2
441	4	2	2	0.05
442	2	2	2	0.3
443	1	1	1	0.1
444	2	2	2	0.45
445	3	1	1	0.3
446	4	2	2	0.05
447	1	1	1	0.2
448	3	1	1	0.45
449	4	2	2	0.3
450	1	1	1	0.2
451	2	2	2	0.05
452	1	1	1	0.45
453	4	2	2	0.05
454	2	2	2	0.2
455	1	1	1	0.3
456	3	1	1	0.2
457	2	2	2	0.1
458	4	2	2	0.2
459	3	1	1	0.05
460	1	1	1	0.1
461	2	2	2	0.05
462	4	2	2	0.2
463	3	1	1	0.1
464	4	2	2	0.45
465	2	2	2	0.2
466	1	1	1	0.05
467	4	2	2	0.1
468	1	1	1	0.05
469	4	2	2	0.2
470	1	1	1	0.3
471	3	1	1	0.05
472	4	2	2	0.45
473	2	2	2	0.05
474	3	1	1	0.3
475	1	1	1	0.05
476	4	2	2	0.45
477	3	1	1	0.3
478	2	2	2	0.05
479	3	1	1	0.2
480	4	2	2	0.05
481	1	1	1	0.3
482	4	2	2	0.05
483	3	1	1	0.2
484	4	2	2	0.45
485	1	1	1	0.2
486	4	2	2	0.45
487	1	1	1	0.05
488	2	2	2	0.3
489	1	1	1	0.45
490	4	2	2	0.05
491	2	2	2	0.45
492	3	1	1	0.05
493	2	2	2	0.3
494	1	1	1	0.2
495	4	2	2	0.3
496	1	1	1	0.45
497	2	2	2	0.3
498	1	1	1	0.45
499	2	2	2	0.05
500	1	1	1	0.3
501	2	2	2	0.1
502	3	1	1	0.05
503	1	1	1	0.3
504	4	2	2	0.2
505	3	1	1	0.05
506	4	2	2	0.2
507	3	1	1	0.3
508	2	2	2	0.2
509	1	1	1	0.3
510	2	2	2	0.2
511	3	1	1	0.3
512	1	1	1	0.2
513	2	2	2	0.05
514	4	2	2	0.3
515	3	1	1	0.2
516	4	2	2	0.3
517	2	2	2	0.45
518	1	1	1	0.1
519	4	2	2	0.45
520	2	2	2	0.2
521	1	1	1	0.05
522	3	1	1	0.2
523	2	2	2	0.05
524	3	1	1	0.45
525	2	2	2	0.2
526	4	2	2	0.3
527	3	1	1	0.45
528	2	2	2	0.05
529	1	1	1	0.1
530	2	2	2	0.2
531	3	1	1	0.3
532	4	2	2	0.05
533	2	2	2	0.45
534	3	1	1	0.05
535	2	2	2	0.1
536	3	1	1	0.2
537	2	2	2	0.45
538	1	1	1	0.2
539	3	1	1	0.05
540	4	2	2	0.3
541	3	1	1	0.05
542	4	2	2	0.2
543	3	1	1	0.1
544	1	1	1	0.05
545	4	2	2	0.1
546	1	1	1	0.05
547	4	2	2	0.1
548	2	2	2	0.05
549	1	1	1	0.45
550	3	1	1	0.05
551	2	2	2	0.45
552	4	2	2	0.05
553	3	1	1	0.3
554	4	2	2	0.05
555	3	1	1	0.1
556	4	2	2	0.45
