1	2	1	2	1
2	3	2	1	1
3	4	1	2	1
4	3	2	1	1
5	1	1	1	1
6	2	2	2	1
7	4	1	2	1
8	3	2	1	1
9	1	1	1	1
10	2	2	2	1
11	1	1	1	1
12	4	2	2	1
13	2	1	2	1
14	3	2	1	1
15	2	1	2	1
16	1	2	1	1
17	4	1	2	1
18	3	2	1	1
19	2	1	2	1
20	1	2	1	1
21	2	1	2	1
22	1	2	1	1
23	2	1	2	1
24	4	2	2	1
25	1	1	1	1
26	2	2	2	1
27	3	1	1	1
28	1	2	1	1
29	4	1	2	1
30	1	2	1	1
31	2	1	2	1
32	4	2	2	1
33	1	1	1	1
34	2	2	2	1
35	3	1	1	1
36	1	2	1	1
37	2	1	2	1
38	4	2	2	1
39	3	1	1	1
40	4	2	2	1
41	1	1	1	1
42	2	2	2	1
43	1	1	1	1
44	4	2	2	1
45	3	1	1	1
46	2	2	2	1
47	4	1	2	1
48	3	2	1	1
49	1	1	1	1
50	2	2	2	1
51	1	1	1	1
52	4	2	2	1
53	2	1	2	1
54	3	2	1	1
55	4	1	2	1
56	3	2	1	1
57	2	1	2	1
58	3	2	1	1
59	4	1	2	1
60	2	2	2	1
61	3	1	1	1
62	4	2	2	1
63	1	1	1	1
64	4	2	2	1
65	2	1	2	1
66	1	2	1	1
67	4	1	2	1
68	3	2	1	1
69	2	1	2	1
70	3	2	1	1
71	4	1	2	1
72	1	2	1	1
73	3	1	1	1
74	2	2	2	1
75	3	1	1	1
76	4	2	2	1
77	1	1	1	1
78	3	2	1	1
79	4	1	2	1
80	1	2	1	1
81	3	1	1	1
82	2	2	2	1
83	4	1	2	1
84	1	2	1	1
85	3	1	1	1
86	4	2	2	1
87	3	1	1	1
88	2	2	2	1
89	1	1	1	1
90	2	2	2	1
91	3	1	1	1
92	1	2	1	1
93	4	1	2	1
94	1	2	1	1
95	3	1	1	1
96	4	2	2	1
97	2	1	2	0.2
98	3	2	1	0.3
99	4	1	2	0.45
100	1	2	1	0.2
101	2	1	2	0.45
102	1	2	1	0.3
103	2	1	2	0.45
104	3	2	1	0.2
105	1	1	1	0.3
106	4	2	2	0.45
107	3	1	1	0.3
108	1	2	1	0.45
109	4	1	2	0.3
110	2	2	2	0.45
111	3	1	1	0.3
112	1	2	1	0.45
113	4	1	2	0.3
114	2	2	2	0.2
115	1	1	1	0.45
116	4	2	2	0.3
117	2	1	2	0.45
118	3	2	1	0.2
119	4	1	2	0.45
120	1	2	1	0.3
121	3	1	1	0.45
122	4	2	2	0.2
123	3	1	1	0.45
124	2	2	2	0.2
125	1	1	1	0.3
126	3	2	1	0.2
127	4	1	2	0.45
128	2	2	2	0.3
129	3	1	1	0.45
130	1	2	1	0.2
131	4	1	2	0.3
132	3	2	1	0.45
133	1	1	1	0.2
134	2	2	2	0.45
135	1	1	1	0.2
136	2	2	2	0.3
137	1	1	1	0.2
138	2	2	2	0.45
139	4	1	2	0.2
140	3	2	1	0.3
141	2	1	2	0.2
142	3	2	1	0.45
143	2	1	2	0.2
144	3	2	1	0.3
145	1	1	1	0.2
146	4	2	2	0.45
147	2	1	2	0.2
148	3	2	1	0.3
149	1	1	1	0.45
150	4	2	2	0.2
151	2	1	2	0.3
152	3	2	1	0.45
153	2	1	2	0.3
154	1	2	1	0.2
155	3	1	1	0.45
156	4	2	2	0.3
157	3	1	1	0.2
158	2	2	2	0.3
159	3	1	1	0.2
160	1	2	1	0.3
161	4	1	2	0.45
162	2	2	2	0.2
163	3	1	1	0.3
164	4	2	2	0.45
165	3	1	1	0.2
166	4	2	2	0.3
167	3	1	1	0.2
168	1	2	1	0.3
169	4	1	2	0.2
170	1	2	1	0.45
171	2	1	2	0.3
172	4	2	2	0.2
173	1	1	1	0.45
174	4	2	2	0.2
175	1	1	1	0.3
176	3	2	1	0.2
177	4	1	2	0.3
178	2	2	2	0.2
179	1	1	1	0.45
180	2	2	2	0.3
181	4	1	2	0.2
182	3	2	1	0.45
183	4	1	2	0.2
184	2	2	2	0.45
185	1	1	1	0.3
186	4	2	2	0.45
187	3	1	1	0.3
188	1	2	1	0.45
189	2	1	2	0.3
190	1	2	1	0.2
191	2	1	2	0.45
192	4	2	2	0.3
193	2	1	2	0.05
194	3	1	1	0.3
195	2	2	2	0.45
196	3	2	1	0.05
197	1	1	1	0.2
198	2	1	2	0.05
199	1	2	1	0.1
200	2	2	2	0.45
201	4	1	2	0.2
202	1	1	1	0.3
203	4	2	2	0.45
204	3	1	1	0.3
205	1	2	1	0.2
206	4	1	2	0.3
207	1	1	1	0.45
208	3	2	1	0.1
209	4	2	2	0.2
210	3	1	1	0.05
211	2	1	2	0.3
212	3	2	1	0.45
213	4	2	2	0.1
214	3	1	1	0.2
215	2	2	2	0.05
216	3	2	1	0.3
217	1	1	1	0.2
218	4	2	2	0.05
219	1	2	1	0.45
220	2	1	2	0.2
221	4	1	2	0.05
222	3	2	1	0.45
223	1	1	1	0.05
224	4	1	2	0.2
225	2	2	2	0.3
226	3	1	1	0.45
227	2	1	2	0.05
228	1	2	1	0.3
229	4	2	2	0.45
230	3	1	1	0.05
231	1	1	1	0.1
232	2	2	2	0.05
233	4	1	2	0.45
234	1	2	1	0.3
235	2	2	2	0.1
236	1	1	1	0.05
237	4	2	2	0.3
238	1	2	1	0.2
239	4	1	2	0.3
240	1	1	1	0.2
241	4	2	2	0.05
242	2	2	2	0.2
243	1	1	1	0.05
244	2	1	2	0.3
245	3	2	1	0.05
246	4	1	2	0.45
247	2	1	2	0.2
248	3	2	1	0.1
249	2	1	2	0.05
250	1	2	1	0.3
251	3	1	1	0.1
252	2	1	2	0.45
253	4	2	2	0.2
254	1	2	1	0.45
255	3	1	1	0.3
256	2	1	2	0.1
257	4	2	2	0.05
258	1	1	1	0.45
259	3	2	1	0.2
260	4	1	2	0.05
261	3	2	1	0.2
262	4	1	2	0.05
263	2	2	2	0.3
264	1	1	1	0.05
265	2	1	2	0.2
266	1	2	1	0.05
267	4	2	2	0.45
268	3	1	1	0.05
269	4	2	2	0.2
270	3	2	1	0.05
271	1	1	1	0.3
272	2	2	2	0.45
273	1	2	1	0.05
274	3	1	1	0.2
275	2	2	2	0.1
276	4	1	2	0.05
277	3	2	1	0.3
278	2	2	2	0.05
279	4	1	2	0.3
280	1	2	1	0.05
281	3	1	1	0.45
282	2	2	2	0.2
283	4	1	2	0.1
284	1	2	1	0.05
285	2	1	2	0.45
286	3	1	1	0.05
287	4	2	2	0.3
288	3	2	1	0.45
289	1	1	1	0.45
290	2	2	2	0.1
291	4	1	2	0.2
292	3	2	1	0.45
293	4	1	2	0.2
294	1	2	1	0.45
295	2	1	2	0.1
296	4	2	2	0.2
297	3	1	1	0.05
298	1	2	1	0.1
299	2	1	2	0.05
300	4	2	2	0.45
301	3	1	1	0.2
302	1	2	1	0.45
303	2	1	2	0.2
304	1	2	1	0.05
305	4	1	2	0.3
306	1	2	1	0.2
307	2	1	2	0.3
308	3	2	1	0.2
309	1	1	1	0.1
310	2	2	2	0.3
311	3	1	1	0.45
312	2	2	2	0.1
313	1	1	1	0.3
